cnt,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,intercept
139,2,10,1,2,0.46,0.4545,0.94,0.1642,1.0
36,2,3,0,1,0.64,0.6061,0.73,0.1642,1.0
50,4,23,1,1,0.28,0.2576,0.52,0.2836,1.0
29,1,0,1,1,0.42,0.4242,0.58,0.2836,1.0
56,1,19,1,3,0.44,0.4394,0.0,0.5821,1.0
68,1,7,1,1,0.2,0.1818,0.51,0.2836,1.0
133,1,9,1,1,0.16,0.1364,0.47,0.2985,1.0
64,1,6,1,1,0.36,0.3788,0.87,0.0,1.0
7,3,3,1,1,0.66,0.6212,0.5,0.0896,1.0
221,2,8,1,3,0.56,0.5303,0.83,0.194,1.0
39,4,5,1,3,0.64,0.5758,0.89,0.1045,1.0
179,4,23,0,1,0.44,0.4394,0.62,0.1343,1.0
266,4,9,0,1,0.36,0.3636,0.5,0.0896,1.0
33,3,6,0,1,0.54,0.5152,0.49,0.4179,1.0
181,3,20,0,1,0.7,0.6667,0.79,0.2537,1.0
745,4,8,1,1,0.42,0.4242,0.71,0.0896,1.0
423,3,13,0,2,0.78,0.7121,0.49,0.0,1.0
2,1,4,1,1,0.2,0.2121,0.8,0.1343,1.0
104,4,22,1,1,0.32,0.3485,0.61,0.0,1.0
133,3,0,0,1,0.66,0.6061,0.78,0.194,1.0
152,4,13,1,2,0.44,0.4394,0.44,0.2239,1.0
337,4,13,1,2,0.58,0.5455,0.68,0.1343,1.0
11,3,2,1,1,0.72,0.6667,0.54,0.1642,1.0
12,2,3,1,2,0.66,0.6212,0.69,0.2537,1.0
227,4,20,1,1,0.36,0.3333,0.46,0.2537,1.0
174,4,21,1,1,0.48,0.4697,0.67,0.0896,1.0
432,4,20,1,1,0.52,0.5,0.52,0.1045,1.0
258,2,20,1,1,0.5,0.4848,0.34,0.1642,1.0
76,2,1,0,2,0.56,0.5303,0.83,0.1045,1.0
237,3,12,1,1,0.7,0.6364,0.39,0.0896,1.0
132,4,8,0,1,0.44,0.4394,0.77,0.194,1.0
46,1,22,1,2,0.24,0.2424,0.65,0.1642,1.0
211,4,19,1,2,0.36,0.3485,0.71,0.2239,1.0
404,2,11,0,1,0.5,0.4848,0.25,0.2836,1.0
62,1,22,0,1,0.26,0.2424,0.41,0.2537,1.0
183,4,14,1,1,0.58,0.5455,0.53,0.2537,1.0
151,2,21,1,1,0.6,0.5606,0.83,0.1045,1.0
37,4,5,1,1,0.26,0.2576,0.6,0.194,1.0
268,2,11,1,2,0.42,0.4242,0.38,0.2239,1.0
18,4,1,1,1,0.46,0.4545,0.67,0.1343,1.0
382,3,19,1,1,0.82,0.8485,0.67,0.1642,1.0
105,1,13,0,2,0.46,0.4545,0.94,0.3582,1.0
16,4,4,0,2,0.32,0.303,0.49,0.2985,1.0
16,1,7,0,1,0.24,0.2121,0.32,0.3881,1.0
63,3,0,1,1,0.7,0.6667,0.74,0.0,1.0
406,4,19,1,2,0.4,0.4091,0.58,0.2836,1.0
256,1,16,1,2,0.46,0.4545,0.63,0.0,1.0
57,1,20,0,1,0.18,0.197,0.47,0.1642,1.0
105,4,23,0,2,0.56,0.5303,0.68,0.2836,1.0
668,2,18,1,1,0.62,0.6212,0.5,0.2836,1.0
110,1,19,1,1,0.2,0.2576,0.47,0.0,1.0
540,3,8,1,1,0.7,0.6515,0.48,0.2836,1.0
147,4,10,1,1,0.32,0.3485,0.49,0.0,1.0
170,4,9,0,2,0.38,0.3939,0.94,0.0,1.0
185,1,9,1,1,0.4,0.4091,0.62,0.2537,1.0
757,2,17,1,1,0.62,0.6061,0.17,0.194,1.0
347,3,18,0,1,0.74,0.697,0.66,0.1642,1.0
4,3,2,1,1,0.72,0.697,0.74,0.2239,1.0
89,4,23,1,1,0.32,0.303,0.49,0.3284,1.0
276,2,18,1,2,0.52,0.5,0.72,0.2239,1.0
240,4,14,1,1,0.36,0.3636,0.4,0.1045,1.0
292,3,15,1,1,0.8,0.7727,0.59,0.4627,1.0
4,2,4,1,1,0.54,0.5152,0.88,0.0,1.0
180,2,14,1,3,0.54,0.5152,0.73,0.194,1.0
421,2,16,1,1,0.58,0.5455,0.3,0.4627,1.0
225,2,17,1,2,0.32,0.2879,0.36,0.3582,1.0
144,4,8,0,1,0.48,0.4697,0.67,0.1045,1.0
38,1,20,1,3,0.36,0.3333,0.0,0.3284,1.0
19,2,1,1,1,0.42,0.4242,1.0,0.1343,1.0
83,1,21,1,2,0.34,0.303,0.87,0.3284,1.0
27,1,0,0,1,0.22,0.2121,0.47,0.2836,1.0
164,1,18,1,4,0.2,0.2273,0.86,0.0896,1.0
46,1,16,1,3,0.44,0.4394,0.88,0.3284,1.0
181,3,22,0,1,0.72,0.6818,0.66,0.2239,1.0
276,3,12,1,1,0.9,0.8182,0.35,0.3582,1.0
563,3,15,0,2,0.86,0.7879,0.44,0.2836,1.0
810,3,17,1,1,0.86,0.7576,0.36,0.2537,1.0
191,4,7,1,1,0.18,0.2121,0.74,0.1045,1.0
298,4,10,0,2,0.38,0.3939,0.68,0.1343,1.0
417,1,18,1,1,0.34,0.3333,0.31,0.1642,1.0
187,3,9,1,1,0.76,0.6818,0.4,0.2239,1.0
14,4,4,1,1,0.32,0.2879,0.53,0.3582,1.0
246,2,22,1,1,0.62,0.5909,0.78,0.0,1.0
142,2,6,1,1,0.46,0.4545,0.88,0.1045,1.0
11,1,0,1,1,0.22,0.2576,0.55,0.0896,1.0
217,1,18,0,1,0.46,0.4545,0.31,0.3284,1.0
270,3,9,0,2,0.66,0.6212,0.74,0.0,1.0
2,2,2,1,1,0.36,0.3485,0.71,0.1343,1.0
306,1,19,1,1,0.3,0.3182,0.45,0.1045,1.0
113,1,6,1,3,0.46,0.4545,0.82,0.194,1.0
190,3,21,0,3,0.62,0.5909,0.78,0.0896,1.0
40,3,5,1,2,0.7,0.6667,0.79,0.2985,1.0
111,4,6,1,2,0.6,0.5455,0.88,0.0896,1.0
103,3,23,1,1,0.64,0.6212,0.33,0.3284,1.0
47,1,14,1,1,0.22,0.197,0.37,0.3881,1.0
201,4,14,1,1,0.44,0.4394,0.47,0.2985,1.0
214,3,12,1,1,0.78,0.6818,0.31,0.2537,1.0
55,1,15,1,1,0.46,0.4545,0.41,0.806,1.0
170,4,12,1,1,0.42,0.4242,0.44,0.2239,1.0
71,2,11,1,2,0.3,0.2727,0.81,0.2985,1.0
210,1,8,1,2,0.2,0.2576,0.64,0.0,1.0
2,1,0,1,3,0.22,0.2424,0.93,0.1045,1.0
27,4,6,0,1,0.24,0.2424,0.87,0.1343,1.0
252,1,9,1,1,0.32,0.3333,0.7,0.0896,1.0
11,3,1,1,1,0.66,0.5909,0.89,0.1343,1.0
246,4,9,1,1,0.28,0.3182,0.81,0.0,1.0
22,3,6,0,2,0.8,0.7879,0.63,0.0896,1.0
176,2,15,1,2,0.72,0.6818,0.62,0.4478,1.0
33,2,3,0,1,0.5,0.4848,1.0,0.1045,1.0
2,1,4,0,2,0.42,0.4242,0.94,0.0,1.0
278,1,16,1,1,0.4,0.4091,0.71,0.1343,1.0
359,4,18,0,1,0.44,0.4394,0.54,0.1343,1.0
27,3,5,1,1,0.56,0.5303,0.73,0.1045,1.0
116,2,0,0,1,0.64,0.5758,0.83,0.1642,1.0
59,4,8,0,2,0.26,0.2576,0.56,0.2239,1.0
272,1,8,1,3,0.2,0.2121,0.86,0.1343,1.0
203,1,11,0,1,0.34,0.3485,0.39,0.1045,1.0
267,3,14,1,1,0.7,0.6364,0.3,0.4627,1.0
8,3,2,1,2,0.62,0.5152,1.0,0.2537,1.0
117,3,6,1,1,0.68,0.6364,0.69,0.1045,1.0
107,1,16,1,1,0.4,0.4091,0.35,0.1045,1.0
1,1,3,1,1,0.12,0.1212,0.5,0.2239,1.0
603,2,12,0,1,0.68,0.6364,0.41,0.1045,1.0
520,4,12,0,2,0.34,0.3333,0.81,0.1642,1.0
34,3,1,1,1,0.72,0.697,0.79,0.0,1.0
369,4,7,1,2,0.26,0.2576,0.6,0.194,1.0
343,3,7,1,1,0.72,0.697,0.74,0.1045,1.0
12,1,0,1,1,0.26,0.2576,0.7,0.1642,1.0
4,2,3,1,2,0.54,0.5152,0.73,0.3284,1.0
279,2,12,0,3,0.52,0.5,1.0,0.0896,1.0
47,1,11,0,3,0.22,0.2273,1.0,0.1343,1.0
12,1,0,1,1,0.14,0.1667,0.59,0.1045,1.0
541,1,16,0,1,0.54,0.5152,0.73,0.0896,1.0
114,3,23,1,1,0.72,0.6818,0.66,0.1642,1.0
5,1,0,1,1,0.12,0.1212,0.5,0.2836,1.0
329,1,12,0,1,0.3,0.2727,0.33,0.3284,1.0
63,2,23,1,3,0.6,0.5758,0.78,0.3284,1.0
420,3,8,1,1,0.74,0.697,0.66,0.2836,1.0
239,2,14,1,2,0.62,0.6212,0.5,0.3582,1.0
136,2,11,0,1,0.52,0.5,0.55,0.194,1.0
235,4,12,1,1,0.6,0.6212,0.53,0.0,1.0
249,2,10,1,1,0.66,0.6212,0.47,0.2537,1.0
10,1,5,1,1,0.2,0.2576,0.86,0.0,1.0
4,4,2,1,1,0.28,0.2727,0.65,0.2239,1.0
16,1,7,0,2,0.24,0.2424,0.75,0.1642,1.0
8,3,1,1,1,0.62,0.5909,0.78,0.0896,1.0
61,1,22,1,1,0.24,0.2879,0.48,0.0,1.0
13,1,5,1,2,0.2,0.2121,0.8,0.1343,1.0
190,4,14,1,1,0.64,0.6212,0.41,0.2836,1.0
3,1,2,1,1,0.2,0.1667,0.27,0.4627,1.0
50,2,6,1,1,0.22,0.2121,0.41,0.2985,1.0
249,3,15,1,2,0.8,0.7727,0.59,0.194,1.0
400,3,19,1,1,0.72,0.6515,0.39,0.2239,1.0
7,2,1,1,1,0.42,0.4242,0.94,0.1642,1.0
227,4,19,0,1,0.36,0.3333,0.43,0.2537,1.0
10,4,2,1,2,0.4,0.4091,0.76,0.0,1.0
224,4,21,1,2,0.32,0.3333,0.66,0.1045,1.0
5,2,4,1,3,0.5,0.4848,0.88,0.1642,1.0
315,4,11,0,1,0.38,0.3939,0.54,0.2836,1.0
891,3,18,1,1,0.8,0.697,0.27,0.1343,1.0
9,3,4,0,1,0.76,0.7273,0.66,0.1045,1.0
38,3,3,0,1,0.66,0.6212,0.69,0.0896,1.0
127,3,11,1,2,0.72,0.697,0.74,0.0,1.0
92,3,6,1,3,0.64,0.5758,0.89,0.2537,1.0
5,1,5,0,2,0.34,0.3182,0.46,0.2239,1.0
162,3,8,0,2,0.76,0.7121,0.58,0.2537,1.0
84,4,1,0,1,0.4,0.4091,0.62,0.2537,1.0
33,4,19,1,3,0.34,0.2879,0.87,0.6418,1.0
121,4,10,0,3,0.4,0.4091,0.76,0.3582,1.0
839,2,17,1,1,0.74,0.6667,0.48,0.0896,1.0
5,2,2,1,2,0.54,0.5152,0.73,0.3284,1.0
126,1,14,0,1,0.38,0.3939,0.46,0.2985,1.0
182,2,9,0,1,0.72,0.6818,0.66,0.0,1.0
151,2,8,0,1,0.64,0.5758,0.83,0.194,1.0
198,4,10,1,1,0.54,0.5152,0.49,0.2239,1.0
154,2,10,1,2,0.52,0.5,0.83,0.1642,1.0
400,2,9,1,1,0.6,0.6212,0.38,0.4925,1.0
227,2,14,1,1,0.76,0.7121,0.58,0.1045,1.0
163,4,20,0,2,0.36,0.3636,0.57,0.1045,1.0
7,2,4,1,2,0.5,0.4848,0.42,0.2836,1.0
15,1,1,0,2,0.24,0.2576,0.87,0.0896,1.0
1,1,1,1,1,0.24,0.197,0.3,0.4627,1.0
315,1,15,1,2,0.28,0.2879,0.45,0.1343,1.0
704,2,17,1,1,0.72,0.6667,0.54,0.1343,1.0
157,4,21,1,1,0.36,0.3788,0.71,0.0,1.0
288,3,13,1,1,0.82,0.7424,0.43,0.2985,1.0
576,2,8,1,3,0.5,0.4848,0.39,0.194,1.0
154,2,21,1,2,0.52,0.5,0.84,0.1642,1.0
301,2,19,0,1,0.68,0.6364,0.47,0.1642,1.0
15,1,5,1,1,0.32,0.3333,0.49,0.0896,1.0
150,4,15,1,1,0.58,0.5455,0.6,0.1642,1.0
69,1,22,0,2,0.38,0.3939,0.62,0.1045,1.0
264,1,20,1,1,0.52,0.5,0.52,0.1642,1.0
202,1,12,1,2,0.48,0.4697,0.55,0.0,1.0
137,1,10,1,1,0.4,0.4091,0.5,0.2239,1.0
67,3,0,1,1,0.72,0.697,0.74,0.194,1.0
97,3,6,1,2,0.68,0.6364,0.89,0.2985,1.0
255,2,15,1,1,0.58,0.5455,0.28,0.5522,1.0
257,2,15,1,2,0.7,0.6515,0.61,0.0,1.0
698,2,18,1,1,0.5,0.4848,0.31,0.1045,1.0
133,2,10,0,2,0.34,0.3333,0.87,0.1343,1.0
37,3,5,1,1,0.6,0.5758,0.78,0.1642,1.0
109,1,22,1,1,0.32,0.2879,0.49,0.4179,1.0
290,2,15,1,1,0.76,0.6667,0.33,0.2985,1.0
20,1,1,1,1,0.26,0.2879,0.65,0.0896,1.0
69,3,0,0,3,0.64,0.5758,0.89,0.1642,1.0
635,3,19,1,1,0.64,0.6212,0.5,0.194,1.0
785,2,18,1,1,0.68,0.6364,0.61,0.1343,1.0
404,1,16,0,1,0.44,0.4394,0.44,0.3284,1.0
65,4,0,1,1,0.6,0.5758,0.78,0.0896,1.0
12,4,3,1,1,0.2,0.2273,0.69,0.1045,1.0
509,1,17,1,1,0.44,0.4394,0.35,0.194,1.0
71,1,14,1,2,0.34,0.303,0.76,0.2985,1.0
436,3,20,1,1,0.86,0.7879,0.44,0.194,1.0
261,3,21,1,1,0.66,0.6212,0.54,0.1045,1.0
181,3,11,1,1,0.8,0.7273,0.43,0.3284,1.0
13,1,2,1,3,0.38,0.3939,0.94,0.1343,1.0
36,4,22,1,3,0.3,0.2879,0.75,0.2836,1.0
444,3,16,1,1,0.72,0.6515,0.32,0.1343,1.0
154,3,0,0,1,0.7,0.6515,0.61,0.1642,1.0
130,1,13,1,1,0.3,0.2727,0.42,0.4627,1.0
10,2,4,0,1,0.62,0.5909,0.78,0.0896,1.0
45,2,0,1,1,0.7,0.6667,0.79,0.194,1.0
359,3,17,0,1,0.52,0.5,0.72,0.2239,1.0
120,1,14,1,1,0.32,0.2879,0.39,0.3881,1.0
77,2,1,0,1,0.7,0.6667,0.79,0.0896,1.0
77,1,23,1,1,0.52,0.5,0.08,0.2836,1.0
207,3,21,0,1,0.74,0.6818,0.62,0.2239,1.0
269,3,22,0,1,0.76,0.7273,0.66,0.2836,1.0
11,4,4,0,2,0.44,0.4394,0.54,0.2537,1.0
11,3,2,1,1,0.46,0.4545,0.72,0.0896,1.0
500,3,18,0,1,0.74,0.7121,0.74,0.0,1.0
75,4,6,1,1,0.28,0.2727,0.65,0.2537,1.0
580,2,16,0,1,0.66,0.6212,0.54,0.2985,1.0
16,1,1,1,1,0.4,0.4091,0.62,0.2537,1.0
643,2,8,1,2,0.7,0.6667,0.79,0.1045,1.0
5,1,6,0,1,0.14,0.1515,0.5,0.0,1.0
68,1,14,1,2,0.3,0.3333,0.45,0.0,1.0
174,1,15,1,1,0.46,0.4545,0.67,0.1642,1.0
314,2,7,1,3,0.64,0.5909,0.78,0.194,1.0
41,4,2,0,1,0.22,0.2424,0.55,0.1045,1.0
269,2,21,0,2,0.58,0.5455,0.78,0.2239,1.0
5,2,2,1,1,0.36,0.3485,0.53,0.1642,1.0
61,1,13,1,1,0.24,0.2121,0.35,0.2836,1.0
289,2,7,1,1,0.32,0.3182,0.57,0.1642,1.0
106,1,23,0,1,0.42,0.4242,0.24,0.0,1.0
123,1,21,1,1,0.5,0.4848,0.88,0.2836,1.0
168,4,10,1,1,0.36,0.3333,0.71,0.2836,1.0
162,1,10,1,2,0.26,0.2424,0.56,0.2537,1.0
341,2,20,1,1,0.62,0.6061,0.25,0.1343,1.0
580,3,19,1,2,0.66,0.6212,0.74,0.0,1.0
88,1,7,1,2,0.28,0.3182,0.61,0.0,1.0
94,3,2,0,1,0.64,0.6061,0.69,0.2239,1.0
103,2,12,1,2,0.54,0.5152,0.64,0.0896,1.0
211,1,17,1,1,0.3,0.3333,0.24,0.0,1.0
4,1,23,0,3,0.16,0.1364,0.86,0.2836,1.0
13,1,0,0,3,0.24,0.2576,0.93,0.0896,1.0
560,3,18,1,1,0.9,0.803,0.33,0.2537,1.0
4,2,4,1,1,0.5,0.4848,0.63,0.2836,1.0
172,4,21,1,1,0.3,0.303,0.75,0.1642,1.0
32,2,1,1,1,0.4,0.4091,0.62,0.1642,1.0
7,2,4,1,2,0.56,0.5303,0.88,0.1642,1.0
312,3,7,1,1,0.58,0.5455,0.83,0.0,1.0
257,4,16,1,2,0.3,0.2727,0.75,0.2985,1.0
209,3,21,1,1,0.74,0.6818,0.62,0.1642,1.0
491,3,19,1,2,0.74,0.2424,0.55,0.3881,1.0
23,2,6,0,1,0.52,0.5,0.72,0.1045,1.0
408,2,20,1,1,0.54,0.5152,0.73,0.2836,1.0
525,4,13,0,1,0.42,0.4242,0.38,0.2537,1.0
404,2,11,0,1,0.72,0.6818,0.62,0.1343,1.0
41,1,10,0,3,0.26,0.2424,0.81,0.1343,1.0
67,2,7,0,1,0.62,0.5909,0.78,0.1045,1.0
12,2,5,1,3,0.24,0.2273,0.93,0.2239,1.0
54,3,1,0,2,0.68,0.6364,0.79,0.1045,1.0
100,1,20,1,2,0.36,0.3485,0.87,0.194,1.0
235,2,7,1,1,0.74,0.697,0.66,0.1045,1.0
209,2,11,1,1,0.42,0.4242,0.47,0.4478,1.0
358,4,12,0,1,0.36,0.3788,0.5,0.0,1.0
171,3,17,0,3,0.58,0.5455,0.83,0.194,1.0
135,4,9,0,1,0.4,0.4091,0.54,0.2836,1.0
410,3,12,1,1,0.86,0.7424,0.26,0.2537,1.0
170,1,22,1,1,0.56,0.5303,0.6,0.0896,1.0
127,1,9,1,2,0.16,0.1818,0.8,0.1343,1.0
260,1,20,1,1,0.5,0.4848,0.51,0.2537,1.0
347,2,12,0,1,0.8,0.7576,0.55,0.2239,1.0
214,3,10,1,1,0.74,0.6667,0.48,0.1642,1.0
6,4,3,0,1,0.24,0.2576,0.75,0.1045,1.0
4,2,2,1,3,0.5,0.4848,0.82,0.2836,1.0
39,1,23,1,1,0.22,0.2576,0.55,0.0896,1.0
147,3,14,1,1,0.86,0.7424,0.3,0.2836,1.0
9,2,4,1,1,0.52,0.5,0.36,0.2537,1.0
22,1,7,0,1,0.2,0.1818,0.51,0.2985,1.0
13,3,2,1,1,0.74,0.7121,0.79,0.0,1.0
511,3,18,1,1,0.86,0.803,0.47,0.2985,1.0
119,1,7,1,1,0.24,0.2424,0.75,0.1642,1.0
234,2,21,1,1,0.42,0.4242,0.47,0.194,1.0
247,3,21,1,1,0.74,0.7121,0.79,0.1642,1.0
57,4,7,0,1,0.36,0.3636,0.76,0.1045,1.0
189,3,10,1,2,0.74,0.697,0.66,0.2239,1.0
130,2,21,0,1,0.52,0.5,0.34,0.2239,1.0
513,2,15,0,1,0.76,0.7273,0.66,0.2836,1.0
19,2,5,1,1,0.42,0.4242,0.44,0.3582,1.0
361,4,19,1,1,0.34,0.3485,0.71,0.0896,1.0
521,1,14,0,2,0.5,0.4848,0.77,0.0896,1.0
18,1,1,1,1,0.44,0.4394,0.62,0.194,1.0
183,3,19,0,2,0.66,0.6061,0.83,0.194,1.0
4,2,4,1,3,0.6,0.5455,0.88,0.1642,1.0
456,4,8,1,1,0.32,0.3485,0.93,0.0,1.0
208,3,21,1,1,0.64,0.6212,0.38,0.194,1.0
2,1,5,1,1,0.26,0.2273,0.81,0.3284,1.0
246,1,18,0,1,0.46,0.4545,0.38,0.2985,1.0
204,3,21,1,2,0.66,0.6061,0.83,0.2537,1.0
269,3,7,1,2,0.66,0.6061,0.83,0.1045,1.0
9,1,0,1,2,0.2,0.2121,0.75,0.1343,1.0
299,4,14,0,2,0.48,0.4697,0.48,0.1343,1.0
21,2,2,0,3,0.22,0.2273,0.55,0.194,1.0
385,2,7,1,2,0.48,0.4697,0.82,0.1045,1.0
26,2,5,1,1,0.32,0.3333,0.61,0.0896,1.0
492,2,19,1,1,0.6,0.6212,0.53,0.194,1.0
117,4,23,1,1,0.4,0.4091,0.62,0.2239,1.0
88,4,21,0,1,0.48,0.4697,0.67,0.2836,1.0
127,2,15,1,2,0.54,0.5152,0.65,0.1642,1.0
238,4,22,1,2,0.6,0.6061,0.64,0.1343,1.0
236,3,13,1,1,0.76,0.6818,0.48,0.4179,1.0
13,1,16,1,3,0.26,0.2273,0.87,0.3582,1.0
6,4,4,1,2,0.52,0.5,0.83,0.3284,1.0
256,3,10,1,1,0.76,0.7121,0.62,0.0896,1.0
530,3,18,1,1,0.8,0.803,0.66,0.1343,1.0
81,2,22,1,2,0.4,0.4091,0.76,0.194,1.0
555,4,14,0,1,0.42,0.4242,0.38,0.194,1.0
8,4,4,0,1,0.22,0.2273,0.75,0.1343,1.0
49,1,19,0,2,0.24,0.2121,0.87,0.3582,1.0
884,4,18,1,1,0.74,0.6667,0.48,0.2239,1.0
294,4,11,1,2,0.72,0.6667,0.51,0.1642,1.0
3,1,2,1,2,0.28,0.3182,0.41,0.0,1.0
206,1,15,0,1,0.22,0.2273,0.27,0.194,1.0
568,2,17,0,2,0.74,0.6515,0.3,0.3881,1.0
41,2,0,0,1,0.64,0.6212,0.53,0.3284,1.0
687,3,8,1,1,0.62,0.6212,0.43,0.3284,1.0
240,3,15,1,1,0.78,0.6667,0.25,0.2537,1.0
135,3,22,1,2,0.7,0.6667,0.74,0.1045,1.0
91,4,22,0,1,0.32,0.3182,0.39,0.194,1.0
141,2,15,1,2,0.82,0.7576,0.46,0.2836,1.0
157,4,19,0,1,0.5,0.4848,0.29,0.3582,1.0
18,1,23,1,3,0.34,0.3333,0.93,0.194,1.0
243,1,17,1,1,0.46,0.4545,0.33,0.6119,1.0
265,2,9,1,3,0.48,0.4697,0.44,0.2985,1.0
10,4,1,1,1,0.2,0.2576,0.69,0.0,1.0
16,3,5,1,1,0.64,0.5909,0.78,0.0896,1.0
12,1,8,0,2,0.14,0.2121,0.86,0.0,1.0
401,3,10,0,2,0.72,0.6818,0.7,0.0896,1.0
8,3,5,0,1,0.72,0.6818,0.69,0.0,1.0
513,3,16,0,1,0.76,0.6818,0.4,0.1045,1.0
12,1,0,1,1,0.26,0.303,0.65,0.0,1.0
4,1,2,1,1,0.2,0.2273,0.51,0.0896,1.0
9,4,1,1,1,0.2,0.2576,0.69,0.0,1.0
23,1,23,1,2,0.36,0.3788,0.87,0.0,1.0
102,4,10,1,2,0.56,0.5303,0.68,0.0,1.0
7,1,1,1,2,0.26,0.2273,0.65,0.2985,1.0
40,4,5,1,1,0.34,0.3333,0.66,0.1343,1.0
295,3,12,1,2,0.62,0.6061,0.69,0.194,1.0
170,1,7,1,1,0.14,0.1212,0.59,0.2537,1.0
3,1,2,1,1,0.12,0.1212,0.5,0.2239,1.0
294,3,13,1,2,0.78,0.7121,0.49,0.194,1.0
182,4,21,1,1,0.64,0.5758,0.89,0.1343,1.0
72,1,22,0,1,0.4,0.4091,0.37,0.3284,1.0
154,2,13,1,1,0.9,0.8182,0.37,0.194,1.0
3,1,5,0,2,0.3,0.303,1.0,0.1343,1.0
31,2,10,1,2,0.34,0.3182,0.93,0.2836,1.0
45,2,8,0,3,0.4,0.4091,0.87,0.3582,1.0
5,4,4,1,1,0.52,0.5,0.59,0.1642,1.0
236,3,14,0,1,0.92,0.8939,0.42,0.0,1.0
33,2,5,1,1,0.66,0.6061,0.78,0.2239,1.0
182,2,10,1,1,0.52,0.5,0.34,0.0,1.0
115,4,9,0,1,0.36,0.3333,0.76,0.3582,1.0
424,4,13,1,1,0.46,0.4545,0.38,0.2836,1.0
185,1,12,0,1,0.2,0.1818,0.55,0.3284,1.0
354,3,19,0,2,0.64,0.5909,0.78,0.2985,1.0
82,2,23,0,1,0.72,0.697,0.74,0.1642,1.0
84,1,12,0,1,0.42,0.4242,0.77,0.2836,1.0
457,3,16,1,1,0.64,0.6212,0.47,0.1642,1.0
182,1,13,0,1,0.34,0.3636,0.46,0.0,1.0
4,3,4,1,1,0.64,0.6061,0.65,0.2239,1.0
214,4,16,1,2,0.32,0.3333,0.57,0.0896,1.0
56,1,22,1,2,0.24,0.2121,0.65,0.2836,1.0
13,1,5,1,2,0.34,0.303,0.76,0.4179,1.0
125,2,23,0,1,0.64,0.5758,0.83,0.194,1.0
28,3,3,0,1,0.66,0.5909,0.89,0.1343,1.0
423,4,7,1,1,0.28,0.2576,0.36,0.3881,1.0
231,1,16,1,1,0.42,0.4242,0.38,0.194,1.0
34,3,6,0,2,0.66,0.5909,0.89,0.2836,1.0
101,1,19,1,1,0.26,0.303,0.33,0.0,1.0
31,2,1,1,1,0.5,0.4848,0.45,0.0896,1.0
511,3,12,0,1,0.76,0.697,0.55,0.3284,1.0
335,2,9,0,1,0.54,0.5152,0.49,0.0,1.0
42,1,6,1,2,0.2,0.2576,0.86,0.0,1.0
210,2,10,1,1,0.52,0.5,0.36,0.3284,1.0
257,4,19,0,1,0.36,0.3485,0.62,0.1343,1.0
186,3,13,1,2,0.76,0.7121,0.62,0.2836,1.0
68,1,15,1,1,0.24,0.2879,0.23,0.0,1.0
6,4,1,1,3,0.4,0.4091,0.94,0.1343,1.0
87,4,6,1,2,0.26,0.303,0.87,0.0,1.0
570,3,17,0,1,0.66,0.6212,0.41,0.0,1.0
530,4,17,1,2,0.66,0.5909,0.89,0.194,1.0
123,3,23,0,1,0.66,0.6212,0.85,0.1343,1.0
2,2,3,1,1,0.6,0.5909,0.73,0.0896,1.0
203,4,11,1,2,0.32,0.3182,0.76,0.194,1.0
9,2,4,0,1,0.44,0.4394,0.67,0.1045,1.0
102,2,20,0,2,0.38,0.3939,0.66,0.0,1.0
5,1,2,1,1,0.2,0.2121,0.85,0.1642,1.0
159,1,20,1,1,0.38,0.3939,0.32,0.3582,1.0
12,3,2,1,1,0.72,0.6818,0.7,0.0,1.0
6,2,2,1,1,0.46,0.4545,0.31,0.194,1.0
107,1,22,1,1,0.54,0.5152,0.1,0.2537,1.0
378,3,9,1,1,0.7,0.2424,0.58,0.1045,1.0
164,2,11,1,3,0.54,0.5152,0.88,0.1642,1.0
89,2,1,0,2,0.42,0.4242,1.0,0.2537,1.0
153,2,0,0,1,0.6,0.5606,0.83,0.0,1.0
11,1,0,1,2,0.42,0.4242,0.94,0.0,1.0
8,2,4,1,1,0.54,0.5152,0.64,0.0896,1.0
357,3,14,0,1,0.74,0.697,0.7,0.1642,1.0
12,3,4,0,2,0.66,0.6061,0.78,0.0896,1.0
114,2,14,1,3,0.36,0.3182,0.62,0.4478,1.0
393,2,13,1,1,0.7,0.6364,0.42,0.2537,1.0
198,2,7,1,2,0.42,0.4242,0.47,0.4627,1.0
234,2,20,1,1,0.64,0.6061,0.73,0.3582,1.0
142,4,8,0,2,0.34,0.303,0.46,0.2985,1.0
12,1,14,1,3,0.44,0.4394,0.0,0.2985,1.0
835,3,17,1,2,0.8,0.7121,0.36,0.1642,1.0
238,1,8,1,2,0.16,0.1818,0.74,0.1343,1.0
223,2,21,1,1,0.56,0.5303,0.83,0.1343,1.0
92,3,8,0,1,0.72,0.6818,0.66,0.0,1.0
480,4,8,1,2,0.54,0.5152,0.68,0.1045,1.0
8,4,4,1,2,0.26,0.2576,0.56,0.194,1.0
299,3,22,1,1,0.7,0.6667,0.74,0.2239,1.0
11,4,3,1,2,0.28,0.2576,0.52,0.3284,1.0
83,1,7,1,1,0.16,0.1818,0.8,0.1343,1.0
3,2,2,1,1,0.34,0.303,0.49,0.2985,1.0
308,3,21,1,1,0.74,0.6818,0.62,0.2239,1.0
237,3,15,1,1,0.72,0.6515,0.45,0.1642,1.0
